regions,departements,communes,district_dr,villages,id_men,culture_label,culture,superficie,production_kg,appreciation,principal_prod,principal_prod_other,transformer_production,type_transformation,type_transformation_other,destination_prod
Louga,Linguère,GASSANE,-,Gassane,2661,Arachide,Arachide,2,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Sédhiou,Sédhiou,BAMBALI,-,Frankounda,2662,Mais,Mais,1,200,Un peu plus élevée,,,Oui toute la production,Décorticage,,Autoconsommation
Sédhiou,Sédhiou,BAMBALI,-,Frankounda,2662,Riz,Riz,1,800,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Sédhiou,Sédhiou,BAMBALI,-,Frankounda,2662,Arachide,Arachide,1,950,Un peu plus faible,Perte de fertilité du sol,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Saint-Louis,Dagana,DIAMA,-,Demizine,2663,Arachide,Arachide,.6000000000000001,600,Un peu plus faible,Rongeurs,,Non,,,
Diourbel,Bambey,THIAKAR,-,Mbafaye,2664,Mil,Mil,3,1850,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,THIAKAR,-,Mbafaye,2664,Sorgho,Sorgho,1,120,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,THIAKAR,-,Mbafaye,2664,Niébé,Niébé,1,100,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,THIAKAR,-,Mbafaye,2664,Arachide,Arachide,3,150,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaffrine,Koungheul,LOUR ESCALE,-,Hamdallaye lomene,2665,Mil,Mil,1,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kaffrine,Koungheul,LOUR ESCALE,-,Hamdallaye lomene,2665,Arachide,Arachide,2,400,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Thiès,Mbour,DIASS,-,Diass,2666,Sorgho,Sorgho,.5,150,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Diourbel,N!GOHE,-,Ndarrap,2667,Mil,Mil,1.5,800,Un peu plus élevée,,,Oui toute la production,Brisure,,Autoconsommation
Diourbel,Diourbel,N!GOHE,-,Ndarrap,2667,Niébé,Niébé,.5,35,La même,,,Non,,,
Diourbel,Diourbel,N!GOHE,-,Ndarrap,2667,Arachide,Arachide,1,200,Un peu plus faible,Peu de pluies,,Non,,,
Thiès,Thiès,N’DIEYENE SIRAKH,-,Mbardiack,2668,Mil,Mil,2,1200,Un peu plus élevée,,,Non,,,
Thiès,Thiès,N’DIEYENE SIRAKH,-,Mbardiack,2668,Arachide,Arachide,3,100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Saint-Louis,Saint-Louis,N’DIEBENE GANDIOLE,-,Rao peulh H1 Rao,2669,Niébé,Niébé,.9,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Kolda,MEDINA CHERIF,-,Temento Samba,2670,Sorgho,Sorgho,3.52,3200,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kolda,Kolda,MEDINA CHERIF,-,Temento Samba,2670,Mais,Mais,.8700000000000001,400,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kolda,Kolda,MEDINA CHERIF,-,Temento Samba,2670,Arachide,Arachide,2.02,560,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,SAME goumak,2671,Mil,Mil,3,900,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,SAME goumak,2671,Mais,Mais,2,800,La même,,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,SAME goumak,2671,Arachide,Arachide,2,600,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Thiès,Mbour,FISSEL,-,Ndoffane,2672,Mil,Mil,2,2000,La même,,,Non,,,
Thiès,Mbour,FISSEL,-,Ndoffane,2672,Sorgho,Sorgho,.5,100,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Thiès,Mbour,FISSEL,-,Ndoffane,2672,Niébé,Niébé,.5,90,Un peu plus faible,Insectes,,Non,,,
Thiès,Mbour,FISSEL,-,Ndoffane,2672,Arachide,Arachide,.5,200,Un peu plus élevée,,,Non,,,
Sédhiou,Sédhiou,BAMBALI,-,Francounda,2673,Mais,Mais,1.5,2005,Un peu plus faible,Perte de fertilité du sol,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Sédhiou,Sédhiou,BAMBALI,-,Francounda,2673,Riz,Riz,.5,600,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Sédhiou,Bounkilling,BOGHAL,-,Fololo birane,2674,Mil,Mil,3,2500,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
