regions,departements,communes,district_dr,villages,id_men,culture_label,culture,superficie,production_kg,appreciation,principal_prod,principal_prod_other,transformer_production,type_transformation,type_transformation_other,destination_prod
Ziguinchor,Bignona,KAFOUNTINE,-,Kabiline 2,2739,Riz,Riz,.8,900,Un peu plus faible,Divagation du bétail,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Saint-Louis,Saint-Louis,GANDON,-,Marigot,2740,Niébé,Niébé,.5,125,Beaucoup plus faible,Rongeurs,,Non,,,
Diourbel,Mbacké,DAROU NAHIM,-,Darou   mbacke,2741,Mil,Mil,8,2000,Beaucoup plus faible,Perte de fertilité du sol,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Diourbel,Mbacké,DAROU NAHIM,-,Darou   mbacke,2741,Niébé,Niébé,.7000000000000001,80,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Diourbel,Mbacké,DAROU NAHIM,-,Darou   mbacke,2741,Arachide,Arachide,12,2800,Beaucoup plus faible,Peu de pluies,,Oui la moitié de la production,Décorticage,,Autoconsommation & Vente
Kaffrine,Birkelane,MABO,-,Maka  Sacoumba,2742,Mil,Mil,2,250,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,MABO,-,Maka  Sacoumba,2742,Mais,Mais,1,100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,MABO,-,Maka  Sacoumba,2742,Riz,Riz,1,450,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Birkelane,MABO,-,Maka  Sacoumba,2742,Arachide,Arachide,2,800,Beaucoup plus faible,Peu de pluies,,Non,,,
Matam,Matam,NABADJI-CIVOL,-,Siriworo,2743,Mil,Mil,.5,100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,KAHENE,-,Kaba,2744,Mil,Mil,1,200,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,KAHENE,-,Kaba,2744,Mais,Mais,1,150,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,KAHENE,-,Kaba,2744,Arachide,Arachide,3,1000,Beaucoup plus faible,Peu de pluies,,Non,,,
Saint-Louis,Podor,COM. AERE LAO,-,WORDE GODELE,2745,Riz,Riz,.5,1200,La même,,,Non,,,
Matam,Kanel,ORKADIERE,-,Horndoldé,2746,Sorgho,Sorgho,.4705,100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Matam,Kanel,ORKADIERE,-,Horndoldé,2746,Niébé,Niébé,.3,75,Un peu plus faible,Divagation du bétail,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Diourbel,Mbacké,DAROU SALAM TYP,-,Madina,2747,Mil,Mil,1,300,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Mbacké,DAROU SALAM TYP,-,Madina,2747,Arachide,Arachide,2,250,Beaucoup plus faible,Peu de pluies,,Oui la moitié de la production,Décorticage,,Autoconsommation & Vente
Kaffrine,Koungheul,IDA MOURIDE,-,Medinambayene,2748,Mil,Mil,1,250,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Koungheul,IDA MOURIDE,-,Medinambayene,2748,Arachide,Arachide,1,300,Beaucoup plus faible,Peu de pluies,,Non,,,
Ziguinchor,Bignona,DJINAKI,-,Badiana,2749,Riz,Riz,.5,750,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Thiès,Mbour,DIASS,-,Ndiorokh Ndoutane,2750,Niébé,Niébé,.1875,15,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,PAKOUR,-,Kountada,2751,Mil,Mil,.5,375,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAKOUR,-,Kountada,2751,Sorgho,Sorgho,1.5,870,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAKOUR,-,Kountada,2751,Mais,Mais,.7500000000000001,150,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAKOUR,-,Kountada,2751,Coton,Coton,.7500000000000001,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Matam,Kanel,ORKADIERE,-,BARKATOU,2752,Mil,Mil,.93,200,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Matam,Kanel,ORKADIERE,-,BARKATOU,2752,Sorgho,Sorgho,.2852,250,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,TANKON,-,Kewelle,2753,Mil,Mil,3,2000,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,TANKON,-,Kewelle,2753,Sorgho,Sorgho,2,850,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,TANKON,-,Kewelle,2753,Arachide,Arachide,3,2700,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Thiès,Mbour,FISSEL,-,Mback,2754,Mil,Mil,3,2000,La même,,,Oui la moitié de la production,Décorticage,,Autoconsommation
Thiès,Mbour,FISSEL,-,Mback,2754,Sorgho,Sorgho,1,1000,Un peu plus élevée,,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Thiès,Mbour,FISSEL,-,Mback,2754,Niébé,Niébé,.5,50,La même,,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Thiès,Mbour,FISSEL,-,Mback,2754,Arachide,Arachide,1.5,1000,La même,,,Oui la moitié de la production,Décorticage,,Autoconsommation
Kaolack,Guinguinéo,OUROUR,-,Ngalagne,2755,Mil,Mil,1,700,Un peu plus élevée,,,Non,,,
Kaolack,Guinguinéo,OUROUR,-,Ngalagne,2755,Arachide,Arachide,1,500,Un peu plus élevée,,,Oui moins de la moitié de la production,other,Patte d'arachide,Autoconsommation & Vente
Fatick,Fatick,THIARE NDIALGUI,-,Mbamane,2756,Mil,Mil,2,800,Un peu plus élevée,,,Non,,,
Fatick,Fatick,THIARE NDIALGUI,-,Mbamane,2756,Sorgho,Sorgho,1,400,Un peu plus faible,Peu de pluies,,Non,,,
Fatick,Fatick,THIARE NDIALGUI,-,Mbamane,2756,Niébé,Niébé,1,250,Un peu plus élevée,,,Non,,,
Fatick,Fatick,THIARE NDIALGUI,-,Mbamane,2756,Arachide,Arachide,1,500,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Thiès,Thiès,NOTTO,-,Gott 1,2757,Niébé,Niébé,.0236,12,Beaucoup plus faible,Insectes,,Non,,,
Thiès,Thiès,NOTTO,-,Gott 1,2757,Arachide,Arachide,1.6431,280,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaffrine,Malem Hoddar,SAGNA,-,Mbetinky,2758,Mil,Mil,.75,150,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Malem Hoddar,SAGNA,-,Mbetinky,2758,Sorgho,Sorgho,.3333333333333333,50,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Malem Hoddar,SAGNA,-,Mbetinky,2758,Mais,Mais,.9493670886075949,150,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Malem Hoddar,SAGNA,-,Mbetinky,2758,Arachide,Arachide,.9045225575802255,300,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Kolda,DIALAMBERE,-,Bassoum,2759,Mais,Mais,1.6,150,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Kolda,DIALAMBERE,-,Bassoum,2759,Riz,Riz,.54,120,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kolda,Kolda,DIALAMBERE,-,Bassoum,2759,Arachide,Arachide,1.9,7500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Thiès,Mbour,MALICOUNDA,-,Falokh,2760,Mil,Mil,.1605,350,Un peu plus élevée,,,Non,,,
Kaolack,Kaolack,NDIAFFATE,-,Bamdoulou,2761,Mil,Mil,2.5,500,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaolack,Kaolack,NDIAFFATE,-,Bamdoulou,2761,Arachide,Arachide,1,400,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaolack,Kaolack,NDIAFFATE,-,Bamdoulou,2761,Pastèque,Pastèque,1,25000,La même,,,Non,,,
Sédhiou,Bounkilling,DIAROUME,-,Kandioukou,2762,Mais,Mais,3,200,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,DIAROUME,-,Kandioukou,2762,Riz,Riz,4,1800,Beaucoup plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,DIAROUME,-,Kandioukou,2762,Sésame,Sésame,3,1200,Beaucoup plus élevée,,,Oui toute la production,Décorticage,,Vente
Sédhiou,Bounkilling,DIAMBATY,-,TABADIANG,2763,Mil,Mil,2,1930,Un peu plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,DIAMBATY,-,TABADIANG,2763,Sorgho,Sorgho,.5,450,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,DIAMBATY,-,TABADIANG,2763,Mais,Mais,2,1800,Un peu plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Goudomp,SIMBADI BALANTE,-,Djimbana,2764,Riz,Riz,1.5,1500,Un peu plus faible,Peu de pluies,,Non,,,
Sédhiou,Goudomp,SIMBADI BALANTE,-,Djimbana,2764,Arachide,Arachide,1.5,2000,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Vente
Saint-Louis,Podor,DODEL,-,BELLY THIOVY,2765,Riz,Riz,.4,1000,Un peu plus faible,Rongeurs,,Non,,,
Kédougou,Kédougou,DIMBOLI,-,Diagnri,2766,Mais,Mais,.25,250,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Kédougou,Kédougou,DIMBOLI,-,Diagnri,2766,Arachide,Arachide,.25,175,Ne sait pas,,,Non,,,
Kolda,Velingara,LINKERING,-,Lislam,2767,Sorgho,Sorgho,.7500000000000001,610,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,LINKERING,-,Lislam,2767,Mais,Mais,.6000000000000001,668,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,LINKERING,-,Lislam,2767,Arachide,Arachide,.7500000000000001,530,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Diourbel,Diourbel,N!GOHE,-,Ndoffene,2768,Mil,Mil,5,2000,La même,,,Oui toute la production,Brisure,,Autoconsommation
Diourbel,Diourbel,N!GOHE,-,Ndoffene,2768,Niébé,Niébé,2,150,La même,,,Non,,,
Diourbel,Diourbel,N!GOHE,-,Ndoffene,2768,Arachide,Arachide,5,800,Un peu plus faible,Peu de pluies,,Non,,,
Kédougou,Kédougou,FONGOLEMBI,-,Lesfalo,2769,Fonio,Fonio,1,850,Ne sait pas,,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kédougou,Kédougou,FONGOLEMBI,-,Lesfalo,2769,Arachide,Arachide,1.25,950,Ne sait pas,,,Oui la moitié de la production,Décorticage,,Autoconsommation & Vente
Louga,Louga,NGUEUNE SARR,-,AFE  Diop,2770,Niébé,Niébé,1,300,Un peu plus faible,Insectes,,Non,,,
Louga,Louga,NGUEUNE SARR,-,AFE  Diop,2770,Arachide,Arachide,1,350,Un peu plus faible,Peu de pluies,,Non,,,
Kaolack,Guinguinéo,OUROUR,-,Mande keur diegane thiaré,2771,Mil,Mil,1,800,Un peu plus élevée,,,Non,,,
Kaolack,Guinguinéo,OUROUR,-,Mande keur diegane thiaré,2771,Arachide,Arachide,1,300,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Vente
Kaolack,Guinguinéo,NDIAGO,-,Kathiane,2772,Mil,Mil,4,2100,Un peu plus faible,Perte de fertilité du sol,,Oui la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Kaolack,Guinguinéo,NDIAGO,-,Kathiane,2772,Mais,Mais,2,500,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Kaolack,Guinguinéo,NDIAGO,-,Kathiane,2772,Niébé,Niébé,2,600,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaolack,Guinguinéo,NDIAGO,-,Kathiane,2772,Arachide,Arachide,4,11000,Un peu plus élevée,,,Non,,,
Tambacounda,Koumpentoum,KOUTHIA GAYDI,-,Sinthiou samba deme,2773,Mil,Mil,3,600,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Décorticage,,Autoconsommation
Tambacounda,Koumpentoum,KOUTHIA GAYDI,-,Sinthiou samba deme,2773,Sorgho,Sorgho,3,620,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Décorticage,,Autoconsommation
Tambacounda,Koumpentoum,KOUTHIA GAYDI,-,Sinthiou samba deme,2773,Mais,Mais,3,650,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Décorticage,,Autoconsommation
Diourbel,Bambey,BABA GARAGE,-,Ndieulbert 1,2774,Mil,Mil,1.5,350,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Bambey,BABA GARAGE,-,Ndieulbert 1,2774,Niébé,Niébé,.5,20,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Granulé,,Autoconsommation
Diourbel,Bambey,BABA GARAGE,-,Ndieulbert 1,2774,Arachide,Arachide,2,250,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Louga,Kébémer,THIEPPE,-,Marina ndiaye,2775,Mil,Mil,11,700,Beaucoup plus faible,Insectes,,Non,,,
Louga,Kébémer,THIEPPE,-,Marina ndiaye,2775,Niébé,Niébé,2,700,Beaucoup plus faible,Insectes,,Non,,,
Louga,Kébémer,THIEPPE,-,Marina ndiaye,2775,Arachide,Arachide,3,1000,Beaucoup plus faible,Peu de pluies,,Non,,,
Sédhiou,Sédhiou,DIENDE,-,SITABA,2776,Mil,Mil,1,800,La même,,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Sédhiou,DIENDE,-,SITABA,2776,Riz,Riz,1.5,1200,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Sédhiou,Sédhiou,DIENDE,-,SITABA,2776,Arachide,Arachide,1.5,1500,La même,,,Non,,,
Ziguinchor,Oussouye,DJEMBERING,-,Cabrousse mossor,2777,Riz,Riz,.1163,200,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaolack,Nioro,WACK NGOUNA,-,Darou matar  (keur matar fatou ),2778,Mil,Mil,3,1500,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kaolack,Nioro,WACK NGOUNA,-,Darou matar  (keur matar fatou ),2778,Mais,Mais,1,500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kaolack,Nioro,WACK NGOUNA,-,Darou matar  (keur matar fatou ),2778,Arachide,Arachide,3,1100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Saint-Louis,Podor,COM. AERE LAO,-,WORDE,2779,Riz,Riz,.5,1500,Un peu plus faible,Rongeurs,,Non,,,
Fatick,Gossas,PATAR LIA,-,Methe,2780,Mil,Mil,3,400,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Fatick,Gossas,PATAR LIA,-,Methe,2780,Niébé,Niébé,1,50,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Fatick,Gossas,PATAR LIA,-,Methe,2780,Arachide,Arachide,1,200,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Fatick,Gossas,PATAR LIA,-,Methe,2780,Pastèque,Pastèque,1,718,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Kaffrine,Malem Hoddar,DIANKE SOUF,-,mbabanene,2781,Mil,Mil,3,1500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Malem Hoddar,DIANKE SOUF,-,mbabanene,2781,Mais,Mais,.5,300,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Malem Hoddar,DIANKE SOUF,-,mbabanene,2781,Arachide,Arachide,4,2500,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kaffrine,Malem Hoddar,DIANKE SOUF,-,mbabanene,2781,Pastèque,Pastèque,.5,300,Un peu plus faible,Peu de pluies,,Non,,,
Fatick,Foundiougne,DIAGANE BARKA,-,1,2782,Mil,Mil,4,1900,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Fatick,Foundiougne,DIAGANE BARKA,-,1,2782,Mais,Mais,.5,200,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Fatick,Foundiougne,DIAGANE BARKA,-,1,2782,Arachide,Arachide,5,5000,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Vente
Kaffrine,Kaffrine,KATHIOTE,-,Kathiote,2783,Arachide,Arachide,2,1500,La même,,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kolda,Velingara,SINTHIANG KOUNDARA,-,Médina kocoum,2785,Sorgho,Sorgho,2,1300,La même,,,Non,,,
Kolda,Velingara,SINTHIANG KOUNDARA,-,Médina kocoum,2785,Mais,Mais,1.5,765,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,SINTHIANG KOUNDARA,-,Médina kocoum,2785,Riz,Riz,.5,0,Ne sait pas,,,Non,,,
Kolda,Velingara,SINTHIANG KOUNDARA,-,Médina kocoum,2785,Arachide,Arachide,1,610,Un peu plus faible,Peu de pluies,,Non,,,
Thiès,Tivaouane,PIRE GOUREYE,-,Merina sall,2786,Mil,Mil,1,200,Beaucoup plus faible,Peu de pluies,,Non,,,
Thiès,Tivaouane,PIRE GOUREYE,-,Merina sall,2786,Arachide,Arachide,1.5,100,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Mbacké,DALLA N!GABOU,-,Satte,2787,Mil,Mil,3,900,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Mbacké,DALLA N!GABOU,-,Satte,2787,Niébé,Niébé,.4,70,Beaucoup plus faible,Peu de pluies,,Non,,,
Fatick,Gossas,MBAR,-,Mbar keur kao,2788,Mil,Mil,3,850,La même,,,Non,,,
Fatick,Gossas,MBAR,-,Mbar keur kao,2788,Arachide,Arachide,2,845,La même,,,Non,,,
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,Dioly mbandakhe,2789,Mil,Mil,2,400,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,Dioly mbandakhe,2789,Sorgho,Sorgho,1,90,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,Dioly mbandakhe,2789,Mais,Mais,1,250,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,Dioly mbandakhe,2789,Arachide,Arachide,1,300,Un peu plus faible,Peu de pluies,,Non,,,
Sédhiou,Bounkilling,TANKON,-,Kewelle,2790,Mil,Mil,2,680,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,TANKON,-,Kewelle,2790,Mais,Mais,1.5,650,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Bakel,MOUDERY,-,Tuabou,2791,Sorgho,Sorgho,.5,150,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Bakel,MOUDERY,-,Tuabou,2791,Arachide,Arachide,.23,50,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Goudomp,SIMBANDI BRASSOU,-,Bissassou santo,2792,Mil,Mil,1,1500,Un peu plus faible,Peu de pluies,,Non,,,
Sédhiou,Goudomp,SIMBANDI BRASSOU,-,Bissassou santo,2792,Riz,Riz,1,2800,Un peu plus élevée,,,Non,,,
Sédhiou,Goudomp,SIMBANDI BRASSOU,-,Bissassou santo,2792,Patate douce,Patate douce,1,7000,Un peu plus élevée,,,Non,,,
Saint-Louis,Podor,COM. AERE LAO,-,WORDE,2793,Riz,Riz,.6000000000000001,2320,La même,,,Non,,,
Kaffrine,Malem Hoddar,DIANKE SOUF,-,Médina sy,2794,Mil,Mil,2,450,La même,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Ziguinchor,Ziguinchor,ADEANE,-,Tambacoumba,2795,Riz,Riz,1,800,Beaucoup plus élevée,,,Oui moins de la moitié de la production,Brisure,,Autoconsommation
Sédhiou,Bounkilling,DJINANY,-,DJINANY,2796,Mil,Mil,1,350,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,DJINANY,-,DJINANY,2796,Mais,Mais,.5,150,Un peu plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,DJINANY,-,DJINANY,2796,Riz,Riz,1,500,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Sédhiou,Bounkilling,DJINANY,-,DJINANY,2796,Niébé,Niébé,.5,40,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Sédhiou,Bounkilling,DJINANY,-,DJINANY,2796,Pastèque,Pastèque,1,2500,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Fatick,Fatick,PATAR,-,Diambour,2797,Mil,Mil,1,150,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
