"id_men","culture_label","superficie","production_kg"
3537,"Arachide",1.5,600
3537,"Mais",0.5,55
3537,"Sorgho",0.25,120
3538,"Arachide",1.5,550
3538,"Mais",0.75,309
3538,"Mil",1.5,550
3539,"Arachide",0.1797,100
3539,"Mil",0.2728,143.0836
3540,"Mil",1.5,500
3540,"Niébé",0.5,200
3541,"Arachide",0.5,20
3542,"Arachide",2,600
3542,"Mais",2,400
3542,"Mil",2,300
3543,"Arachide",1,780
3543,"Mais",1.5,1130
3543,"Riz",0.5,175
3543,"Sorgho",0.75,640
3544,"Mil",1,60
3545,"Riz",0.35222,402
3546,"Arachide",1,600
3546,"Riz",0.2,250
3547,"Arachide",3,350
3547,"Mais",0.25,100
3547,"Riz",3,550
3548,"Arachide",1,1000
3548,"Mais",1,200
3548,"Mil",2,400
3549,"Arachide",3,0
3549,"Mil",2,0
3549,"Niébé",1,0
3550,"Arachide",8,2500
3550,"Mil",2.5,600
3550,"Niébé",0.5,200
3551,"Riz",0.5,1750
3552,"Arachide",2,1500
3552,"Mais",1,600
3552,"Mil",3,300
3552,"Sorgho",1,150
3553,"Mil",1.3,100
3553,"Niébé",4.1,140
3554,"Arachide",2,3000
3555,"Arachide",0.5022,1000
3555,"Mil",3,750
3556,"Arachide",5,4000
3556,"Mais",1,200
3556,"Mil",1,500
3557,"Mil",0.876,500
3557,"Niébé",0.3212,50
3558,"Arachide",1,400
3558,"Niébé",1,1000
3559,"Arachide",1,750
3559,"Mil",2,1000
3560,"Bissap",0.15,176
3560,"Gombo",0.25,450
3560,"Riz",0.35,280
3561,"Pastèque",0.36,1680
3561,"Riz",0.1,21
3562,"Arachide",2,500
3562,"Mais",1,50
3562,"Mil",1,0
3563,"Pastèque",0.25,1166.66666666667
3563,"Riz",0.1,50
3564,"Riz",1,150
3565,"Arachide",8,4000
3565,"Mais",1,300
3565,"Mil",6,3000
3565,"Pastèque",2,9334
3566,"Arachide",2,800
3566,"Mais",0.5,250
3566,"Mil",2,1000
3567,"Arachide",1.5,250
3568,"Arachide",6,2000
3568,"Mais",4,800
3568,"Mil",5,2000
3568,"Sorgho",4,1000
3568,"Sésame",0.08,16
3569,"Arachide",0.25,150
3569,"Mais",0.5,525
3569,"Mil",0.75,325
3569,"Riz",0.25,150
3569,"Sorgho",0.5,215
3570,"Arachide",2.5,1120
3570,"Mais",0.75,175
3570,"Mil",0.75,425
3570,"Riz",0.5,260
3570,"Sorgho",0.5,255
3571,"Arachide",2,3000
3571,"Mil",2,1440
3571,"Niébé",1,360
3572,"Arachide",2,1500
3572,"Mil",0.08,21
3572,"Sorgho",0.05,11
3573,"Arachide",0.25,100
3574,"Riz",0.4127,500
3575,"Sorgho",0.5,100
3576,"Arachide",2,2500
3576,"Mais",1,480
3576,"Mil",2,744
3577,"Arachide",1.014,1250
3577,"Mais",0.8179,750
3577,"Sorgho",0.3362,520
3578,"Arachide",1.5,600
3578,"Mil",1.5,400
3579,"Arachide",1,400
3579,"Mais",2,300
3579,"Mil",2,500
3580,"Oignon",0.3,200
3581,"Arachide",1,200
3581,"Mil",2,300
3582,"Arachide",1,600
3582,"Mais",1,500
3582,"Riz",1,350
3583,"Arachide",2,1000
3583,"Mil",2,700
3584,"Niébé",1.5,300
3585,"Arachide",1.5,300
3585,"Mais",1,300
3586,"Arachide",0.33,200
3586,"Mil",4,1900
3586,"Niébé",0.23,120
3587,"Arachide",0.5,750
3587,"Riz",0.7,800
3588,"Arachide",2,500
3588,"Mil",2,950
3589,"Mil",4.43478249100972,1700
3590,"Arachide",4,1500
3590,"Mais",1,50
3590,"Mil",4,1050
3591,"Arachide",1.75,300
3591,"Niébé",0.75,50
3591,"Riz",1,0
3592,"Arachide",2,2500
3592,"Mais",1.5,400
3592,"Niébé",0.5,150
3592,"Riz",2,800
3593,"Arachide",0.8,650
3593,"Mais",1,1700
3594,"Arachide",1.5,500
3594,"Mil",1.5,700
3594,"Niébé",1,50
3595,"Arachide",0.61,200
3595,"Mais",0.96,396
3595,"Riz",0.17,61
3596,"Niébé",0.5,60
3596,"Riz",1,8000
3597,"Arachide",7,7750
3597,"Mais",3,600
3597,"Mil",2,500
3597,"Riz",1,500
3598,"Mais",0.5,300
3599,"Arachide",1,150
3599,"Mil",2.5,250
3600,"Mais",1,1000
3600,"Manioc",0.5,300
3600,"Riz",1,980
3601,"Arachide",1,300
3601,"Mil",2,1110
3602,"Arachide",0.5,500
3602,"Mil",0.5,250
3603,"Mais",1,100
3603,"Mil",1,400
3603,"Niébé",1,50
3604,"Riz",0.25,200
3605,"Arachide",4,1500
3605,"Mais",1,400
3605,"Mil",4,1200
3606,"Arachide",3,145
3606,"Mil",2,0
3606,"Niébé",4,140
3607,"Arachide",0.61306,750
3607,"Mil",0.83248,1000
3608,"Arachide",1,250
3608,"Mais",1,150
3608,"Mil",1,200
3609,"Arachide",1.6,150
3609,"Mil",1.5,200
3610,"Arachide",1,700
3610,"Mil",2,350
3611,"Arachide",1,0
3611,"Mil",1,0
3611,"Niébé",1,50
3612,"Arachide",1,600
3612,"Mil",1,1500
3613,"Arachide",2,1300
3613,"Mil",2,1000
3614,"Arachide",3.1267,2800
3614,"Mais",1.8582,2000
3614,"Sorgho",1.3986,800
3615,"Mais",0.5,450
3616,"Arachide",2,2500
3616,"Mais",1,400
3616,"Mil",2,2000
3617,"Arachide",1.06,240
3617,"Mais",0.78,0
3617,"Riz",0.08,29
3618,"Arachide",2.5,300
3618,"Mil",2.5,70
3619,"Riz",1,800
3620,"Arachide",1,1000
3620,"Mais",1,900
3620,"Mil",1,750
3621,"Mil",0.5,150
3621,"Riz",0.3,350
3622,"Arachide",0.798518500467518,308
3622,"Mil",1.56521734976814,600
3623,"Arachide",9,7000
3623,"Mais",1,600
3623,"Mil",3,2800
3624,"Arachide",1,300
3624,"Mil",1,250
3625,"Arachide",3,2500
3625,"Mil",2,1500
3625,"Riz",1,500
3625,"Sésame",1,600
3626,"Arachide",2,1400
3626,"Mil",2,140
3627,"Arachide",0.6,50
3627,"Mil",1.2,300
3627,"Niébé",0.13,100
3628,"Niébé",1,60
3629,"Niébé",1,50
3630,"Sorgho",0.5,350
3631,"Arachide",2,800
3631,"Mil",1,600
3632,"Arachide",2,550
3632,"Mais",1.5,350
3632,"Sorgho",2.5,600
3633,"Arachide",1.5,350
3633,"Mil",2.5,1000
3633,"Niébé",0.2,50
3634,"Arachide",2,300
3634,"Mil",2,600
3635,"Arachide",1.5,1260
3636,"Mil",0.463,700
3637,"Arachide",1,800
3637,"Mil",1,600
3638,"Mais",0.15,15
3638,"Riz",0.1,30
3639,"Arachide",0.25,180
3639,"Mais",1,250
3639,"Sorgho",1.2,300
3640,"Arachide",1.3,400
3640,"Mil",1.6,600
3641,"Arachide",1,950
3641,"Mais",2,1500
3641,"Sorgho",2,1900
3642,"Arachide",3,500
3642,"Mais",1,150
3643,"Arachide",1.5,300
3643,"Mil",5,200
3643,"Niébé",4,800
3644,"Arachide",1,600
3644,"Mil",1,600
3644,"Niébé",1,70
3645,"Arachide",1,250
3645,"Fonio",5,4000
3645,"Mais",5,2000
3645,"Mil",5,1250
3646,"Arachide",1,1350
3646,"Mil",1,200
3647,"Arachide",1.5,580
3647,"Mil",2,700
3647,"Pastèque",0.5,45
3648,"Arachide",1,1850
3648,"Mais",1,1500
3648,"Riz",1,500
3649,"Fonio",1.5,500
3649,"Mais",1,500
3649,"Mil",1,800
3650,"Riz",2.5,870
3651,"Arachide",1,0
3651,"Mil",1,300
3652,"Arachide",0.6614,80
3652,"Mais",0.371,350
3652,"Sorgho",0.545,100
3653,"Arachide",2,900
3653,"Mais",0.0075,3
3654,"Arachide",2,1000
3654,"Mais",2,900
3654,"Mil",2,1000
3655,"Arachide",1,300
3655,"Mil",2,1400
3656,"Mil",2,300
3657,"Arachide",1,275
3657,"Mil",1,350
3658,"Mil",0.7441,800
3658,"Sorgho",0.5,560
3659,"Arachide",1,400
3659,"Mil",4,2000
3660,"Arachide",1,1200
3660,"Mais",1,950
3660,"Riz",1,2000
3661,"Arachide",2,1440
3661,"Mais",2,1511.83183934993
3662,"Arachide",5,1800
3662,"Mil",3,1000
3662,"Niébé",1,350
3663,"Arachide",0.2,200
3663,"Riz",0.55,300
3664,"Arachide",4,3500
3664,"Mil",3,2500
3664,"Niébé",3,600
3666,"Sorgho",0.3745,150
3667,"Arachide",1.16363636363636,800
3667,"Mil",0.862500032901765,460
3667,"Sésame",1,300
3668,"Arachide",1,500
3668,"Riz",2,1500
3669,"Niébé",2,50
3670,"Niébé",1,143
3671,"Mais",3,2000
3671,"Sorgho",2,1500
3672,"Arachide",3,1200
3672,"Mais",1,100
3672,"Mil",2.5,800
3672,"Niébé",1,80
3672,"Sorgho",2,500
3673,"Arachide",1.5,350
3674,"Arachide",4,2000
3674,"Mais",3,1100
3674,"Mil",3,1000
3675,"Arachide",0.3,500
3675,"Niébé",0.1,100
3675,"Riz",0.65,700
3676,"Arachide",6,4000
3676,"Mil",6,4000
3677,"Arachide",0.5,355.140186915888
3677,"Sorgho",1.5,1152.466367713
3678,"Arachide",1.5,1000
3678,"Manguiers",1.5,2000
3678,"Manioc",0.5,300
3678,"Mil",2,2000
3679,"Arachide",1,315
3679,"Mil",2,700
3680,"Mil",2,300
3681,"Mais",0.1,35
3681,"Riz",0.25,440
3682,"Arachide",2.5,600
3682,"Mil",1.5,400
3682,"Niébé",0.5,70
3683,"Arachide",0.4,350
3683,"Mais",0.5,600
3684,"Mil",8,1000
3684,"Niébé",1,450
3685,"Arachide",2,1000
3685,"Mil",2,800
3686,"Arachide",0.18,0
3687,"Arachide",2,600
3687,"Mil",2,400
3688,"Niébé",2,100
3689,"Arachide",22,7000
3689,"Mais",0.5,250
3689,"Mil",3,1200
3690,"Arachide",0.75,200
3690,"Fonio",0.25,50
3690,"Mais",1,150
3691,"Mil",12,650
3691,"Niébé",2,100
3692,"Arachide",3,500
3692,"Mil",4,1900
3693,"Riz",0.5,375
3694,"Mil",1,200
3695,"Arachide",14,1450
3695,"Mil",5,1100
3695,"Niébé",4,1200
3696,"Arachide",0.25,250
3696,"Mais",0.25,300
3697,"Arachide",2.5,2200
3697,"Mais",1,700
3697,"Riz",1.5,1200
3698,"Arachide",4,1000
3698,"Mil",4,100
3698,"Niébé",1,30
3699,"Arachide",1.7021,1000
3699,"Mais",0.6837,0
3700,"Mil",0.2,220
3701,"Mil",2,250
3702,"Arachide",3,700
3702,"Mais",1,700
3702,"Mil",1,200
3702,"Sorgho",1,150
3703,"Arachide",5.5,11000
3703,"Mais",3,2300
3703,"Mil",5,4600
3704,"Arachide",2,200
3704,"Mil",2,500
3704,"Sorgho",2,200
3705,"Arachide",0.65,850
3706,"Arachide",2.5,1400
3706,"Mil",3,2100
3707,"Arachide",0.5,350
3707,"Mais",1.42,1000
3707,"Sorgho",1.07,2000
3708,"Arachide",5,500
3708,"Niébé",1,150
3709,"Arachide",3,2508
3709,"Mais",1.1058,450
3709,"Pastèque",1,2000
3710,"Riz",0.6523,750
3711,"Arachide",4,2000
3711,"Mil",1,100
3711,"Sorgho",1,600
3712,"Arachide",1,500
3712,"Mil",1,800
3713,"Arachide",3,3000
3713,"Mais",1,700
3713,"Mil",1.5,1200
3713,"Sorgho",1.5,1000
3714,"Niébé",0.3,35
3714,"Riz",0.7,400
3715,"Mais",1,200
3716,"Arachide",1,500
3717,"Riz",3,2400
3718,"Arachide",2,0
3718,"Mais",1,100
3719,"Arachide",1.5,750
3719,"Mil",1.5,800
3719,"Niébé",1,85
3720,"Mais",0.241,50
3720,"Sorgho",0.1736,50
3721,"Arachide",4,2000
3721,"Mais",4,1400
3721,"Mil",2,1200
3721,"Sorgho",2,600
3721,"Sésame",0.05,10
3722,"Arachide",4,2200
3722,"Mais",5,4000
3722,"Mil",3,1200
3722,"Riz",1,200
3723,"Arachide",1,400
3723,"Mil",1.4,900
3723,"Niébé",0.1,50
3724,"Arachide",3.3,800
3724,"Mil",3.8,1000
3724,"Niébé",0.7,100
3725,"Arachide",1,0
3726,"Arachide",1,300
3726,"Mais",1,700
3726,"Riz",1,1000
3727,"Arachide",1,100
3727,"Mil",2,600
3727,"Niébé",1,80
3728,"Fonio",0.25,500
3728,"Mais",0.5,550
3729,"Arachide",2,1200
3729,"Mais",1,150
3729,"Mil",2,800
3730,"Riz",0.3,150
3731,"Riz",4,25263.1578947368
3732,"Mil",0.44,500
3734,"Arachide",5,400
3734,"Mil",6,720
3735,"Arachide",3,1000
3735,"Mil",2,400
3735,"Sorgho",1,100
3736,"Riz",2,3500
3737,"Arachide",2,500
3738,"Arachide",0.4,250
3738,"Mil",0.3,150
3738,"Niébé",0.1,100
3738,"Riz",0.7,800
3739,"Arachide",2,450
3739,"Mil",1,350
3740,"Arachide",0.3,100
3740,"Mil",0.6,150
3741,"Arachide",1,450
3742,"Arachide",5.9071,7000
3742,"Mil",3.0142,900
3742,"Riz",2.429,400
3743,"Arachide",3,500
3743,"Mil",5,400
3743,"Niébé",1,300
3744,"Arachide",1,1000
3744,"Mil",1,1800
3745,"Riz",0.4,2526.31578947368
3746,"Arachide",5,1950
3746,"Mil",6,2000
3747,"Arachide",4,350
3748,"Arachide",8,750
3748,"Mil",4,400
3748,"Niébé",1,300
3749,"Arachide",0.25,440
3749,"Mais",0.25,435
3750,"Bissap",0.00142,1
3751,"Riz",1.5,2500
3752,"Arachide",1.6,200
3753,"Arachide",2.4609,1200
3753,"Mais",1.4271,900
3754,"Arachide",7.84,15000
3754,"Mil",5.25,1500
3754,"Niébé",0.5,90
3755,"Arachide",2,1900
3755,"Mil",2,1000
3756,"Riz",0.55,700
3757,"Menthe",0.5,1000
3758,"Arachide",1,200
3758,"Mil",1,600
3758,"Niébé",1,90
3759,"Arachide",1,900
3759,"Mil",2.5,70
3760,"Arachide",2,800
3760,"Mais",1.5,700
3760,"Mil",2,900
3761,"Arachide",1.7487,1500
3761,"Sorgho",1.6294,600
3762,"Mil",2.5,200
3762,"Sorgho",1,200
3763,"Sorgho",0.5,0
3764,"Arachide",1.5,150
3764,"Mil",1,50
3764,"Sorgho",0.5,75
3765,"Arachide",0.75,800
3765,"Mais",1,1700
3765,"Sorgho",0.75,700
3766,"Arachide",4,2000
3766,"Mais",1,300
3766,"Mil",2,500
3766,"Sésame",1,75
3767,"Arachide",1,502
3767,"Mais",0.5,493
3768,"Arachide",0.3518,100
3768,"Mais",0.6445,200
3769,"Arachide",2,650
3769,"Mais",2,550
3770,"Arachide",1,400
3771,"Arachide",2,1400
3771,"Mil",2,800
3772,"Arachide",1.17,365
3772,"Mais",0.5,400
3772,"Sorgho",1,400
3773,"Arachide",1,605
3773,"Mil",0.5,171
3773,"Niébé",0.5,270
3774,"Mil",0.8,180
3774,"Niébé",0.4,80
3775,"Mais",5,7500
3775,"Riz",5,8000
3776,"Mil",1.5,150
3777,"Arachide",4,1500
3777,"Mais",1,150
3777,"Mil",4,1000
3777,"Niébé",1,100
3778,"Mais",2,1100
3778,"Mil",2,1500
3778,"Sorgho",2,1300
3779,"Arachide",2,200
3779,"Mil",3.5,150
3779,"Niébé",0.5,100
3779,"Pastèque",1.5,4250.625
3780,"Arachide",2,800
3780,"Mil",2.5,580
3780,"Riz",2,450
3781,"Arachide",1,700
3781,"Mais",1,800
3781,"Mil",1,900
3782,"Arachide",1,1000
3782,"Mais",0.5,250
3782,"Riz",1,400
3783,"Mais",0.75,400
3783,"Mil",1,600
3784,"Mil",7.5,0
3785,"Arachide",5,7000
3785,"Mil",3,4000
3786,"Mil",1,700
3786,"Niébé",2,80
3786,"Pastèque",2,350
3787,"Arachide",0.3502,158
3788,"Arachide",3,1800
3788,"Mais",1,800
3788,"Mil",2,1300
3789,"Arachide",4,1100
3789,"Mil",2,400
3790,"Arachide",3,700
3790,"Mil",2,3500
3790,"Niébé",2,600
3791,"Riz",0.5,1750
3792,"Arachide",1.5,900
3792,"Mil",2,1500
3792,"Niébé",1,800
3793,"Arachide",3,1800
3793,"Mais",1,400
3793,"Mil",4,2100
3793,"Sorgho",4.5,500
3793,"Sésame",1.5,250
3794,"Arachide",1,100
3794,"Mais",1,0
3795,"Arachide",1,60
3795,"Niébé",3,750
3796,"Arachide",0.75,400
3797,"Arachide",3,3200
3797,"Mil",2,1500
3798,"Arachide",1.5,750
3798,"Mil",1.9,750
3798,"Niébé",0.7,200
3799,"Arachide",2,107
3799,"Mil",2.5,800
3799,"Niébé",0.5,40
3800,"Mais",1,250
3801,"Niébé",0.5,0
3802,"Arachide",0.5,75
3802,"Mil",0.5,15
3803,"Arachide",0.5,200
3803,"Mais",0.25,100
3803,"Mil",0.25,150
3803,"Sorgho",0.5,200
3804,"Arachide",2,850
3804,"Mil",3,1200
3805,"Arachide",2,250
3805,"Mil",5,750
3806,"Aubergine",0.25,1000
3806,"Diakhatou",0.25,1000
3807,"Mil",4,1000
3808,"Arachide",0.5,250
3808,"Mil",1.5,50
3808,"Niébé",0.5,100
3809,"Arachide",0.5,100
3809,"Riz",0.5,150
3810,"Arachide",4,4000
3811,"Arachide",1,1200
3811,"Mil",3,1300
3812,"Arachide",0.5,375
3812,"Fonio",0.25,250
3812,"Mais",0.5,400
3813,"Arachide",2,1000
3813,"Mil",2,1000
3813,"Sorgho",1,150
3813,"Sésame",1,300
3814,"Mais",0.5,450
3814,"Sorgho",0.25,275
3815,"Riz",2,1600
3817,"Arachide",4,2900
3817,"Mais",1,250
3817,"Mil",3,1500
3818,"Riz",0.23021,262.564358273247
3819,"Arachide",1,650
3819,"Mil",1,800
3819,"Niébé",1,80
3820,"Arachide",0.6,70
3820,"Mil",1.8,200
3821,"Arachide",1,600
3821,"Mil",2,1500
3821,"Niébé",0.5,200
3821,"Sorgho",0.5,100
3822,"Riz",0.92308,1053
3823,"Arachide",1,300
3823,"Mil",1,300
3824,"Arachide",3,1700
3824,"Mil",1,500
3825,"Riz",0.2,700
3826,"Arachide",0.5,150
3826,"Mais",0.5,250
3826,"Mil",1.5,600
3827,"Mais",0.2,280
3828,"Mil",0.8348,550
3828,"Niébé",0.3348,100
3828,"Sorgho",1,560
3829,"Mais",1.5,500
3829,"Riz",1.25,400
3830,"Mil",1,25
3831,"Riz",0.3017,350
3832,"Arachide",0.2,200
3832,"Mais",0.5,600
3833,"Arachide",1,660
3833,"Mais",1.25,530
3833,"Sorgho",0.75,475
3834,"Arachide",1,500
3834,"Mais",1,600
3834,"Riz",1,1000
3835,"Riz",0.5,953.333333333333
3835,"Sorgho",0.2108,150
3836,"Arachide",1.5,650
3836,"Mil",1.5,600
3836,"Niébé",1,50
3837,"Arachide",0.5707,600
3837,"Mais",0.5088,150
3837,"Sorgho",0.4858,350
3838,"Arachide",2,900
3838,"Mil",2,850
3838,"Niébé",1,108
3839,"Arachide",3,400
3839,"Mil",7,1500
3839,"Niébé",2,50
3840,"Arachide",0.5,100
3840,"Mil",0.9,200
3841,"Arachide",3,1500
3841,"Mais",1,50
3841,"Mil",2,400
3842,"Arachide",1,750
3842,"Mais",1,700
3842,"Mil",1,700
3843,"Mais",1,1000
3843,"Sorgho",1,950
3844,"Mil",1.5,700
3845,"Arachide",1,100
3845,"Mil",0.7,50
3845,"Niébé",2,200
3846,"Arachide",3.6,960
3846,"Mil",3.7,1000
3846,"Niébé",0.6,90
3847,"Arachide",2.1653,420
3847,"Manioc",1.4077,0
3847,"Mil",1.8856,1000
3848,"Arachide",1.5,210
3848,"Manioc",1,1050
3849,"Arachide",2,250
3849,"Mais",1,180
3849,"Mil",2,300
3850,"Arachide",5,2000
3850,"Mais",1.5,1000
3850,"Mil",5,2500
3851,"Arachide",1,850
3851,"Mais",1,750
3851,"Riz",1,1000
3852,"Riz",1,3500
3853,"Arachide",1,300
3853,"Mais",1,50
3853,"Mil",1,200
3853,"Sorgho",1,100
3853,"Sésame",1,300
3854,"Mais",1,400
3854,"Mil",1,200
3855,"Sorgho",0.5,100
3857,"Arachide",10,3300
3857,"Mil",3,600
3858,"Arachide",5,1000
3858,"Mil",3,350
3858,"Niébé",1,80
3859,"Arachide",4,600
3859,"Mil",3,1200
3859,"Niébé",2,200
3860,"Arachide",4,750
3860,"Mil",2,600
3860,"Niébé",1,150
3861,"Mil",1.5,750
3862,"Arachide",2,1000
3862,"Mil",1.5,900
3862,"Riz",1,500
3863,"Arachide",1,100
3863,"Mais",0.5,0
3863,"Niébé",0.3,300
3864,"Arachide",5,1500
3864,"Mil",10,500
3864,"Niébé",5,750
3865,"Arachide",1,200
3865,"Coton",1.5,800
3865,"Mais",0.75,567
3865,"Sorgho",1.75,400
3866,"Mil",1.5,650
3867,"Arachide",3,500
3867,"Sésame",1,100
3868,"Mil",1,600
3868,"Niébé",1,200
3869,"Arachide",2,1250
3869,"Mil",2,550
3870,"Mil",4,1200
3871,"Arachide",0.2,250
3871,"Riz",0.125,100
3872,"Mais",1,1000
3872,"Sorgho",1.5,1312.5
3873,"Arachide",5,2000
3873,"Mais",1,600
3873,"Mil",5,4000
3874,"Arachide",8,1000
3874,"Mil",2,1200
3874,"Pastèque",1,2000
3875,"Arachide",5,4500
3875,"Mais",2,600
3875,"Mil",4,1050
3876,"Arachide",1,875
3876,"Riz",0.5,900
3877,"Mais",1,600
3877,"Riz",1,350
3878,"Niébé",0.75,350
3878,"Riz",1,450
3878,"Sorgho",1,400
3879,"Mais",2,350
3879,"Mil",3,400
3880,"Arachide",3,150
3880,"Mil",2,50
3881,"Arachide",0.25,400
3881,"Mais",0.25,307
3881,"Sorgho",0.5,270
3882,"Arachide",1,600
3882,"Mais",1,200
3882,"Mil",0.5,100
3882,"Sorgho",0.5,50
3883,"Arachide",1,300
3883,"Riz",1,500
3884,"Arachide",12,3000
3884,"Sorgho",2,100
3885,"Arachide",2,400
3885,"Mais",1,0
3885,"Mil",2,300
3886,"Mais",7,4150
3886,"Mil",5,3000
3886,"Sorgho",2,600
3887,"Arachide",1,700
3887,"Mil",1,900
3888,"Arachide",2.5,910
3888,"Mais",1.5,450
3888,"Mil",3,2500
3889,"Arachide",1.5,700
3889,"Mil",1.5,900
3889,"Niébé",1,55
3890,"Arachide",1,475
3890,"Mais",0.75,500
3890,"Sorgho",1,570
3891,"Riz",0.8831,850
3892,"Mais",1,120
3893,"Arachide",0.5,800
3893,"Sorgho",1,900
3894,"Arachide",1,300
3895,"Niébé",1,142
3896,"Mil",1,100
3896,"Niébé",1,100
3897,"Arachide",2,600
3897,"Mil",2,750
3897,"Niébé",0.5,90
3898,"Mais",2,1500
3899,"Arachide",1,1000
3899,"Mais",1,1000
3899,"Mil",2,800
3900,"Riz",0.2,240
3901,"Arachide",2,1500
3901,"Riz",1,150
3902,"Arachide",1,1000
3902,"Niébé",1,0
3902,"Pastèque",1,1000
3903,"Arachide",0.75,555
3903,"Mais",1.25,750
3903,"Mil",0.75,575
3904,"Niébé",0.5,0
3905,"Arachide",0.25,200
3905,"Mais",0.2,123.75
3905,"Sorgho",0.5,750
3906,"Arachide",6,2250
3906,"Mais",2,600
3906,"Mil",8,2400
3907,"Arachide",0.321,228
3907,"Sorgho",0.3345,257
3908,"Arachide",2.8855,2500
3908,"Mil",2.5554,1500
3909,"Riz",1,3500
3910,"Arachide",3,1500
3910,"Mil",2,2500
3910,"Niébé",3,250
3911,"Arachide",0.5,600
3911,"Mil",1,1500
3911,"Niébé",0.5,300
3912,"Niébé",0.15,0
3913,"Arachide",3,1500
3913,"Mil",2.6,2000
3913,"Niébé",0.6,400
3914,"Arachide",2,3000
3914,"Mil",4,2460
3914,"Niébé",1,500
3915,"Mais",1,440
3915,"Mil",1,120
3917,"Arachide",2.88,400
3917,"Mil",0.77,400
3918,"Arachide",1,200
3918,"Mil",1,100
3919,"Arachide",2,900
3919,"Mais",1.5,900
3919,"Mil",2,1000
3920,"Arachide",1.75,600
3920,"Mais",1.5,625
3921,"Mais",0.5,250
3921,"Mil",0.5,300
3922,"Arachide",2,500
3922,"Mil",3.5,800
3922,"Sorgho",0.7,100
3923,"Arachide",3,960
3923,"Mil",4,2000
3923,"Niébé",3,1000
3924,"Mil",0.5,100
3925,"Arachide",0.5,100
3925,"Mil",1.7,800
3926,"Arachide",0.35,50
3928,"Mil",8,700
3928,"Niébé",1,100
3929,"Mais",1,100
3929,"Mil",1,100
3929,"Sorgho",1,30
3930,"Arachide",1,600
3930,"Mil",1,500
3931,"Mais",1,950
3931,"Riz",1,1500
3932,"Arachide",2,500
3933,"Arachide",1,1200
3933,"Mais",2,2500
3934,"Niébé",0.22,18
3935,"Arachide",2,500
3935,"Mil",3,1000
3935,"Niébé",1,100
3936,"Arachide",0.8,550
3936,"Mil",0.8,1000
3936,"Niébé",0.6,300
3937,"Arachide",1,1200
3938,"Chou",0.3,450
3939,"Riz",0.5,1750
3940,"Arachide",0.9,300
3940,"Mil",1,200
3941,"Arachide",3,0
3941,"Mil",3,1100
3942,"Mil",3,500
3943,"Arachide",1,1050
3943,"Mil",2,300
3944,"Niébé",2,200
3945,"Arachide",1,80
3945,"Mil",2,1049
3945,"Niébé",0.5,60
3945,"Sorgho",0.5,100
3946,"Riz",0.2,240
3947,"Mais",1,50
3947,"Mil",1,50
3948,"Arachide",1,300
3948,"Mil",1,200
3948,"Sorgho",1,150
3949,"Arachide",2,1000
3949,"Mais",2,450
3949,"Riz",1,355
3950,"Arachide",3,3100
3950,"Mais",2,450
3950,"Mil",4,4100
3951,"Arachide",2.5,1700
3951,"Mais",1.2,1100
3951,"Mil",12,5000
3952,"Riz",0.66803,762
3953,"Arachide",4,2800
3953,"Mais",3,900
3953,"Mil",5,3000
3953,"Niébé",1,200
3953,"Pastèque",1,7333.5
3953,"Sorgho",6,5000
3954,"Arachide",0.46,300
3954,"Mais",0.21,0
3954,"Riz",0.75,110
3954,"Sorgho",0.38,75
3955,"Arachide",0.224999993133545,150
3955,"Mil",0.562500021457673,300
3956,"Arachide",0.5,375
3956,"Fonio",0.72,450
3957,"Arachide",3,1000
3957,"Mil",3,1000
3958,"Mais",0.5,500
3958,"Riz",1,650
3959,"Sorgho",0.2,100
3960,"Arachide",4,2000
3960,"Mais",3,900
3960,"Mil",4,1500
3960,"Sorgho",3,1200
3961,"Mais",0.5,500
3961,"Sorgho",0.4,300
3962,"Arachide",1,1000
3962,"Mais",0.5,0
3963,"Arachide",2.5,250
3964,"Riz",0.015,25
3965,"Sorgho",0.35,0
3966,"Arachide",1,480
3966,"Mil",1.5,500
3967,"Sorgho",0.4,100
3968,"Arachide",0.25,500
3968,"Niébé",0.1,100
3968,"Riz",1.2,1000
3969,"Arachide",0.6,40
3969,"Mil",3.7,200
3970,"Arachide",2,3000
3970,"Mais",1,1000
3970,"Mil",2,1000
3970,"Niébé",1,95
3970,"Sorgho",1,2000
3971,"Arachide",2,900
3971,"Mil",1,200
3972,"Arachide",4,6000
3972,"Mais",8,1300
3972,"Mil",2,2000
3973,"Arachide",1,1500
3973,"Mil",1,800
3974,"Arachide",4,3000
3974,"Mais",1,900
3974,"Mil",3,2500
3975,"Arachide",1,190
3975,"Niébé",2,450
3976,"Mais",0.48,50
3976,"Mil",0.476,50
3976,"Sorgho",0.25,25
3977,"Arachide",0.5,600
3977,"Mil",0.25,50
3978,"Arachide",2,600
3978,"Mais",0.5,200
3978,"Mil",2,1000
3978,"Sorgho",0.5,150
3979,"Arachide",1,200
3979,"Mil",1,150
3980,"Arachide",0.5,60
3980,"Manioc",1.5,850
3981,"Mais",1,100
3981,"Mil",1,50
3981,"Riz",1,1280
3982,"Arachide",2,771.492072211372
3982,"Mil",3,900
3982,"Niébé",3,150
3983,"Arachide",1,300
3985,"Mais",1,1100
3985,"Mil",2,1200
3986,"Arachide",0.25,175
3986,"Mais",0.25,210
3986,"Mil",0.75,350
3986,"Sorgho",0.25,175
3987,"Arachide",1,400
